\home\cc\data\IMG\center_2023_11_10_10_21_18_838.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_18_838.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_18_838.jpg,0,0,0,7.93E-05
\home\cc\data\IMG\center_2023_11_10_10_21_18_946.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_18_946.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_18_946.jpg,0,0,0,7.80E-05
\home\cc\data\IMG\center_2023_11_10_10_21_19_067.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_19_067.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_19_067.jpg,0,0,0,7.87E-05
\home\cc\data\IMG\center_2023_11_10_10_21_19_168.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_19_168.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_19_168.jpg,0,0,0,7.78E-05
\home\cc\data\IMG\center_2023_11_10_10_21_19_294.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_19_294.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_19_294.jpg,0,0,0,7.84E-05
\home\cc\data\IMG\center_2023_11_10_10_21_19_414.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_19_414.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_19_414.jpg,0,0,0,7.80E-05
\home\cc\data\IMG\center_2023_11_10_10_21_19_535.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_19_535.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_19_535.jpg,0,0,0,7.88E-05
\home\cc\data\IMG\center_2023_11_10_10_21_19_671.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_19_671.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_19_671.jpg,0,0,0,7.77E-05
\home\cc\data\IMG\center_2023_11_10_10_21_19_795.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_19_795.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_19_795.jpg,0,0,0,7.82E-05
\home\cc\data\IMG\center_2023_11_10_10_21_19_907.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_19_907.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_19_907.jpg,0,0,0,8.00E-05
\home\cc\data\IMG\center_2023_11_10_10_21_20_037.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_20_037.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_20_037.jpg,0,0.2468073,0,0.1550011
\home\cc\data\IMG\center_2023_11_10_10_21_20_180.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_20_180.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_20_180.jpg,0,0.6304296,0,0.9354359
\home\cc\data\IMG\center_2023_11_10_10_21_20_278.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_20_278.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_20_278.jpg,0,0.972492,0,1.977818
\home\cc\data\IMG\center_2023_11_10_10_21_20_379.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_20_379.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_20_379.jpg,0,1,0,3.157355
\home\cc\data\IMG\center_2023_11_10_10_21_20_500.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_20_500.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_20_500.jpg,-0.1405746,0.636028,0,4.406077
\home\cc\data\IMG\center_2023_11_10_10_21_20_623.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_20_623.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_20_623.jpg,0,0.270622,0,4.866705
\home\cc\data\IMG\center_2023_11_10_10_21_20_739.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_20_739.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_20_739.jpg,-0.176424,0,0,4.868411
\home\cc\data\IMG\center_2023_11_10_10_21_20_853.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_20_853.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_20_853.jpg,-0.5167023,0,0,4.765398
\home\cc\data\IMG\center_2023_11_10_10_21_20_978.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_20_978.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_20_978.jpg,-0.1394973,0,0,4.712336
\home\cc\data\IMG\center_2023_11_10_10_21_21_081.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_21_081.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_21_081.jpg,0,0,0,4.650974
\home\cc\data\IMG\center_2023_11_10_10_21_21_208.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_21_208.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_21_208.jpg,0,0.3816498,0,5.016083
\home\cc\data\IMG\center_2023_11_10_10_21_21_309.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_21_309.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_21_309.jpg,0,0.683991,0,5.691667
\home\cc\data\IMG\center_2023_11_10_10_21_21_422.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_21_422.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_21_422.jpg,-0.1459812,0.3487311,0,6.244978
\home\cc\data\IMG\center_2023_11_10_10_21_21_523.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_21_523.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_21_523.jpg,-0.4489623,0.04574999,0,6.267543
\home\cc\data\IMG\center_2023_11_10_10_21_21_648.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_21_648.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_21_648.jpg,-0.4415755,0,0,6.158819
\home\cc\data\IMG\center_2023_11_10_10_21_21_771.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_21_771.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_21_771.jpg,-0.8099155,0,0,6.010101
\home\cc\data\IMG\center_2023_11_10_10_21_21_879.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_21_879.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_21_879.jpg,-0.8741197,0,0,5.881219
\home\cc\data\IMG\center_2023_11_10_10_21_21_994.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_21_994.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_21_994.jpg,-0.5276356,0,0,5.839637
\home\cc\data\IMG\center_2023_11_10_10_21_22_105.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_22_105.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_22_105.jpg,-0.1948807,0,0,5.777052
\home\cc\data\IMG\center_2023_11_10_10_21_22_226.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_22_226.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_22_226.jpg,0,0.1285281,0,5.751966
\home\cc\data\IMG\center_2023_11_10_10_21_22_341.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_22_341.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_22_341.jpg,0,0.4703859,0,6.247169
\home\cc\data\IMG\center_2023_11_10_10_21_22_444.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_22_444.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_22_444.jpg,0,0.1576419,0,6.533044
\home\cc\data\IMG\center_2023_11_10_10_21_22_560.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_22_560.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_22_560.jpg,-0.1576116,0,0,6.469235
\home\cc\data\IMG\center_2023_11_10_10_21_22_674.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_22_674.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_22_674.jpg,-0.5003328,0,0,6.332553
\home\cc\data\IMG\center_2023_11_10_10_21_22_819.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_22_819.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_22_819.jpg,-0.06636693,0.4339659,0,6.76084
\home\cc\data\IMG\center_2023_11_10_10_21_22_925.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_22_925.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_22_925.jpg,0,0.4918833,0,7.511466
\home\cc\data\IMG\center_2023_11_10_10_21_23_044.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_23_044.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_23_044.jpg,0,0.1346076,0,7.761271
\home\cc\data\IMG\center_2023_11_10_10_21_23_160.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_23_160.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_23_160.jpg,0,0,0,7.692298
\home\cc\data\IMG\center_2023_11_10_10_21_23_273.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_23_273.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_23_273.jpg,0,0.3414321,0,7.955062
\home\cc\data\IMG\center_2023_11_10_10_21_23_394.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_23_394.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_23_394.jpg,0,0.703449,0,8.741284
\home\cc\data\IMG\center_2023_11_10_10_21_23_499.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_23_499.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_23_499.jpg,0,0.7823108,0,9.678198
\home\cc\data\IMG\center_2023_11_10_10_21_23_621.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_23_621.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_23_621.jpg,-0.1863477,0.4148984,0,10.38902
\home\cc\data\IMG\center_2023_11_10_10_21_23_755.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_23_755.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_23_755.jpg,-0.589545,0.01170114,0,10.31371
\home\cc\data\IMG\center_2023_11_10_10_21_23_876.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_23_876.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_23_876.jpg,-0.2275236,0,0,10.20145
\home\cc\data\IMG\center_2023_11_10_10_21_24_013.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_24_013.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_24_013.jpg,-0.6377841,0,0,9.982424
\home\cc\data\IMG\center_2023_11_10_10_21_24_153.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_24_153.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_24_153.jpg,-0.2174169,0,0,9.860732
\home\cc\data\IMG\center_2023_11_10_10_21_24_285.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_24_285.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_24_285.jpg,0,0,0,9.697512
\home\cc\data\IMG\center_2023_11_10_10_21_24_401.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_24_401.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_24_401.jpg,0,0.3468252,0,9.952489
\home\cc\data\IMG\center_2023_11_10_10_21_24_520.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_24_520.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_24_520.jpg,0,0.7032861,0,10.55713
\home\cc\data\IMG\center_2023_11_10_10_21_24_634.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_24_634.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_24_634.jpg,0,1,0,11.64074
\home\cc\data\IMG\center_2023_11_10_10_21_24_768.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_24_768.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_24_768.jpg,0,1,0,13.39839
\home\cc\data\IMG\center_2023_11_10_10_21_24_901.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_24_901.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_24_901.jpg,0,0.868228,0,14.14778
\home\cc\data\IMG\center_2023_11_10_10_21_25_005.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_25_005.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_25_005.jpg,0,0.5561434,0,14.87241
\home\cc\data\IMG\center_2023_11_10_10_21_25_107.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_25_107.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_25_107.jpg,-0.3035796,0.2525638,0,15.53183
\home\cc\data\IMG\center_2023_11_10_10_21_25_208.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_25_208.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_25_208.jpg,-0.3591672,0,0,14.8467
\home\cc\data\IMG\center_2023_11_10_10_21_25_354.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_25_354.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_25_354.jpg,0,0,0,15.16002
\home\cc\data\IMG\center_2023_11_10_10_21_25_484.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_25_484.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_25_484.jpg,0,0,0,14.99048
\home\cc\data\IMG\center_2023_11_10_10_21_25_600.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_25_600.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_25_600.jpg,0,0,0,14.84909
\home\cc\data\IMG\center_2023_11_10_10_21_25_722.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_25_722.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_25_722.jpg,0,0.1646265,0,14.73049
\home\cc\data\IMG\center_2023_11_10_10_21_25_877.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_25_877.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_25_877.jpg,0,0.638877,0,15.35686
\home\cc\data\IMG\center_2023_11_10_10_21_25_990.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_25_990.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_25_990.jpg,0,0.977475,0,16.31879
\home\cc\data\IMG\center_2023_11_10_10_21_26_090.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_26_090.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_26_090.jpg,-0.3730983,1,0,17.46913
\home\cc\data\IMG\center_2023_11_10_10_21_26_201.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_26_201.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_26_201.jpg,-0.3859077,0.6636772,0,18.25684
\home\cc\data\IMG\center_2023_11_10_10_21_26_324.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_26_324.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_26_324.jpg,-0.3520653,0.2961322,0,18.5894
\home\cc\data\IMG\center_2023_11_10_10_21_26_446.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_26_446.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_26_446.jpg,-0.7200033,0,0,18.27132
\home\cc\data\IMG\center_2023_11_10_10_21_26_575.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_26_575.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_26_575.jpg,-0.3321003,0,0,18.02764
\home\cc\data\IMG\center_2023_11_10_10_21_26_752.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_26_752.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_26_752.jpg,0,0.2180157,0,17.91586
\home\cc\data\IMG\center_2023_11_10_10_21_26_861.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_26_861.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_26_861.jpg,0,0.216423,0,18.18039
\home\cc\data\IMG\center_2023_11_10_10_21_27_056.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_27_056.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_27_056.jpg,0,0,0,17.8392
\home\cc\data\IMG\center_2023_11_10_10_21_27_164.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_27_164.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_27_164.jpg,0,0,0,17.62737
\home\cc\data\IMG\center_2023_11_10_10_21_27_309.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_27_309.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_27_309.jpg,0,0,0,17.37618
\home\cc\data\IMG\center_2023_11_10_10_21_27_441.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_27_441.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_27_441.jpg,0,0.3970542,0,17.66669
\home\cc\data\IMG\center_2023_11_10_10_21_27_564.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_27_564.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_27_564.jpg,0,0.4659843,0,18.21432
\home\cc\data\IMG\center_2023_11_10_10_21_27_692.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_27_692.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_27_692.jpg,-0.383106,0.08287835,0,18.2097
\home\cc\data\IMG\center_2023_11_10_10_21_27_803.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_27_803.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_27_803.jpg,-0.04933679,0,0,17.92855
\home\cc\data\IMG\center_2023_11_10_10_21_27_907.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_27_907.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_27_907.jpg,0,0,0,17.8191
\home\cc\data\IMG\center_2023_11_10_10_21_28_031.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_28_031.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_28_031.jpg,0,0,0,17.57194
\home\cc\data\IMG\center_2023_11_10_10_21_28_147.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_28_147.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_28_147.jpg,0,0,0,17.34236
\home\cc\data\IMG\center_2023_11_10_10_21_28_259.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_28_259.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_28_259.jpg,0,0.3375918,0,17.43277
\home\cc\data\IMG\center_2023_11_10_10_21_28_395.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_28_395.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_28_395.jpg,0,0.322755,0,17.96221
\home\cc\data\IMG\center_2023_11_10_10_21_28_526.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_28_526.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_28_526.jpg,0,0.3783933,0,18.19062
\home\cc\data\IMG\center_2023_11_10_10_21_28_647.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_28_647.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_28_647.jpg,0,0.4062384,0,18.69032
\home\cc\data\IMG\center_2023_11_10_10_21_28_783.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_28_783.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_28_783.jpg,0,0.8163903,0,19.59756
\home\cc\data\IMG\center_2023_11_10_10_21_28_915.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_28_915.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_28_915.jpg,0,0.8126515,0,20.7078
\home\cc\data\IMG\center_2023_11_10_10_21_29_028.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_29_028.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_29_028.jpg,0,1,0,21.87973
\home\cc\data\IMG\center_2023_11_10_10_21_29_150.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_29_150.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_29_150.jpg,0,0.6355312,0,22.70432
\home\cc\data\IMG\center_2023_11_10_10_21_29_289.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_29_289.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_29_289.jpg,-0.417138,0.2183932,0,22.83474
\home\cc\data\IMG\center_2023_11_10_10_21_29_400.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_29_400.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_29_400.jpg,-0.08683623,0,0,22.60403
\home\cc\data\IMG\center_2023_11_10_10_21_29_513.jpg, \home\cc\data\IMG\left_2023_11_10_10_21_29_513.jpg, \home\cc\data\IMG\right_2023_11_10_10_21_29_513.jpg,-0.4264602,0,0,22.25822
